suite,file,golden,golden_px,golden_max,calib,calib_px,hakux_px,hakux_max
2D_Lines,2DLine-15-C000003E0-400_200-400_400.png,identical,,,identical,,200,255
2D_Lines,2DLine-16-C000007E0-400_200-400_400.png,identical,,,identical,,200,255
2D_Lines,2DLine-24-C00000000-400_200-400_400.png,identical,,,identical,,200,68
2D_Lines,2DLine-24-C0000FF00-400_200-400_400.png,identical,,,identical,,200,255
2D_Lines,2DLine-24-C0000FF00-444_222-444_444.png,identical,,,identical,,222,255
2D_Lines,2DLine-24-C00FF0000-400_200-400_400.png,identical,,,identical,,200,187
2D_Lines,2DLine-24-C00FFFFFF-0_0-639_479.png,identical,,,identical,,627,255
2D_Lines,2DLine-24-C00FFFFFF-222_222-222_222.png,identical,,,identical,,0,0
2D_Lines,2DLine-24-C00FFFFFF-400_0-400_479.png,identical,,,identical,,479,255
2D_Lines,2DLine-24-C00FFFFFF-400_300-400_301.png,identical,,,identical,,1,255
2D_Lines,2DLine-24-C00FFFFFF-400_300-401_300.png,identical,,,identical,,1,255
2D_Lines,2DLine-24-C00FFFFFF-639_479-0_0.png,identical,,,identical,,627,255
2D_Lines,2DLine-24-CFFFFFFFF-100_100-100_400.png,identical,,,identical,,300,255
3D_primitive,LineLoop-inlinearrays-ls-ps.png,identical,,,identical,,4678,193
3D_primitive,LineLoop-inlinearrays-ls.png,differs,4546,100,identical,,4678,241
3D_primitive,LineLoop-inlinearrays-ps.png,identical,,,identical,,1215,255
3D_primitive,LineLoop-inlinearrays.png,identical,,,identical,,1418,255
3D_primitive,LineLoop-inlinebuf-ls-ps.png,identical,,,identical,,4678,193
3D_primitive,LineLoop-inlinebuf-ls.png,identical,,,identical,,4678,224
3D_primitive,LineLoop-inlinebuf-ps.png,identical,,,identical,,1215,255
3D_primitive,LineLoop-inlinebuf.png,identical,,,identical,,1418,255
3D_primitive,LineLoop-inlineelements-ls-ps.png,identical,,,identical,,4678,193
3D_primitive,LineLoop-inlineelements-ls.png,identical,,,identical,,4678,224
3D_primitive,LineLoop-inlineelements-ps.png,identical,,,identical,,1215,255
3D_primitive,LineLoop-inlineelements.png,identical,,,identical,,1418,255
3D_primitive,LineLoop-ls-ps.png,identical,,,identical,,4678,224
3D_primitive,LineLoop-ls.png,identical,,,identical,,4678,234
3D_primitive,LineLoop-ps.png,identical,,,identical,,1215,255
3D_primitive,LineLoop.png,identical,,,identical,,1418,255
3D_primitive,LineStrip-inlinearrays-ls-ps.png,identical,,,identical,,4120,193
3D_primitive,LineStrip-inlinearrays-ls.png,identical,,,identical,,4120,193
3D_primitive,LineStrip-inlinearrays-ps.png,identical,,,identical,,1052,255
3D_primitive,LineStrip-inlinearrays.png,identical,,,identical,,1228,255
3D_primitive,LineStrip-inlinebuf-ls-ps.png,identical,,,identical,,4120,193
3D_primitive,LineStrip-inlinebuf-ls.png,identical,,,identical,,4120,224
3D_primitive,LineStrip-inlinebuf-ps.png,identical,,,identical,,1052,255
3D_primitive,LineStrip-inlinebuf.png,identical,,,identical,,1228,255
3D_primitive,LineStrip-inlineelements-ls-ps.png,identical,,,identical,,4120,193
3D_primitive,LineStrip-inlineelements-ls.png,identical,,,identical,,4120,224
3D_primitive,LineStrip-inlineelements-ps.png,identical,,,identical,,1052,255
3D_primitive,LineStrip-inlineelements.png,identical,,,identical,,1228,255
3D_primitive,LineStrip-ls-ps.png,identical,,,identical,,4120,224
3D_primitive,LineStrip-ls.png,identical,,,identical,,4120,234
3D_primitive,LineStrip-ps.png,identical,,,identical,,1052,255
3D_primitive,LineStrip.png,identical,,,identical,,1228,255
3D_primitive,Lines-inlinearrays-ls-ps.png,identical,,,identical,,2332,185
3D_primitive,Lines-inlinearrays-ls.png,identical,,,identical,,2332,185
3D_primitive,Lines-inlinearrays-ps.png,identical,,,identical,,671,207
3D_primitive,Lines-inlinearrays.png,identical,,,identical,,795,255
3D_primitive,Lines-inlinebuf-ls-ps.png,identical,,,identical,,2332,185
3D_primitive,Lines-inlinebuf-ls.png,identical,,,identical,,2332,224
3D_primitive,Lines-inlinebuf-ps.png,identical,,,identical,,671,207
3D_primitive,Lines-inlinebuf.png,identical,,,identical,,795,255
3D_primitive,Lines-inlineelements-ls-ps.png,identical,,,identical,,2332,185
3D_primitive,Lines-inlineelements-ls.png,identical,,,identical,,2332,224
3D_primitive,Lines-inlineelements-ps.png,identical,,,identical,,671,207
3D_primitive,Lines-inlineelements.png,identical,,,identical,,795,255
3D_primitive,Lines-ls-ps.png,identical,,,identical,,2332,224
3D_primitive,Lines-ls.png,identical,,,identical,,2332,234
3D_primitive,Lines-ps.png,identical,,,identical,,671,207
3D_primitive,Lines.png,identical,,,identical,,795,255
3D_primitive,Points-inlinearrays-ls-ps.png,identical,,,identical,,7,207
3D_primitive,Points-inlinearrays-ls.png,identical,,,identical,,7,207
3D_primitive,Points-inlinearrays-ps.png,identical,,,identical,,7,207
3D_primitive,Points-inlinearrays.png,identical,,,identical,,0,0
3D_primitive,Points-inlinebuf-ls-ps.png,identical,,,identical,,7,207
3D_primitive,Points-inlinebuf-ls.png,identical,,,identical,,7,207
3D_primitive,Points-inlinebuf-ps.png,identical,,,identical,,7,207
3D_primitive,Points-inlinebuf.png,identical,,,identical,,0,0
3D_primitive,Points-inlineelements-ls-ps.png,identical,,,identical,,7,207
3D_primitive,Points-inlineelements-ls.png,identical,,,identical,,7,207
3D_primitive,Points-inlineelements-ps.png,identical,,,identical,,7,207
3D_primitive,Points-inlineelements.png,identical,,,identical,,0,0
3D_primitive,Points-ls-ps.png,identical,,,identical,,7,207
3D_primitive,Points-ls.png,identical,,,identical,,7,207
3D_primitive,Points-ps.png,identical,,,identical,,7,207
3D_primitive,Points.png,identical,,,identical,,0,0
3D_primitive,Polygon-inlinearrays-ls-ps.png,identical,,,identical,,39780,144
3D_primitive,Polygon-inlinearrays-ls.png,identical,,,identical,,39065,181
3D_primitive,Polygon-inlinearrays-ps.png,identical,,,identical,,39780,144
3D_primitive,Polygon-inlinearrays.png,identical,,,identical,,35644,1
3D_primitive,Polygon-inlinebuf-ls-ps.png,identical,,,identical,,39780,156
3D_primitive,Polygon-inlinebuf-ls.png,identical,,,identical,,39065,181
3D_primitive,Polygon-inlinebuf-ps.png,identical,,,identical,,39780,144
3D_primitive,Polygon-inlinebuf.png,identical,,,identical,,35644,1
3D_primitive,Polygon-inlineelements-ls-ps.png,identical,,,identical,,39780,156
3D_primitive,Polygon-inlineelements-ls.png,identical,,,identical,,39065,181
3D_primitive,Polygon-inlineelements-ps.png,identical,,,identical,,39780,144
3D_primitive,Polygon-inlineelements.png,identical,,,identical,,35644,1
3D_primitive,Polygon-ls-ps.png,identical,,,identical,,39780,158
3D_primitive,Polygon-ls.png,identical,,,identical,,39065,181
3D_primitive,Polygon-ps.png,identical,,,identical,,39780,156
3D_primitive,Polygon.png,identical,,,identical,,35644,1
3D_primitive,QuadStrip-inlinearrays-ls-ps.png,identical,,,identical,,73579,159
3D_primitive,QuadStrip-inlinearrays-ls.png,identical,,,identical,,72989,206
3D_primitive,QuadStrip-inlinearrays-ps.png,identical,,,identical,,73579,159
3D_primitive,QuadStrip-inlinearrays.png,identical,,,identical,,69158,2
3D_primitive,QuadStrip-inlinebuf-ls-ps.png,identical,,,identical,,73579,176
3D_primitive,QuadStrip-inlinebuf-ls.png,identical,,,identical,,72989,206
3D_primitive,QuadStrip-inlinebuf-ps.png,identical,,,identical,,73579,159
3D_primitive,QuadStrip-inlinebuf.png,identical,,,identical,,69158,2
3D_primitive,QuadStrip-inlineelements-ls-ps.png,identical,,,identical,,73579,176
3D_primitive,QuadStrip-inlineelements-ls.png,identical,,,identical,,72989,206
3D_primitive,QuadStrip-inlineelements-ps.png,identical,,,identical,,73579,159
3D_primitive,QuadStrip-inlineelements.png,identical,,,identical,,69158,2
3D_primitive,QuadStrip-ls-ps.png,identical,,,identical,,73579,178
3D_primitive,QuadStrip-ls.png,identical,,,identical,,72989,206
3D_primitive,QuadStrip-ps.png,identical,,,identical,,73579,176
3D_primitive,QuadStrip.png,identical,,,identical,,69158,2
3D_primitive,Quads-inlinearrays-ls-ps.png,identical,,,identical,,15981,165
3D_primitive,Quads-inlinearrays-ls.png,identical,,,identical,,14858,207
3D_primitive,Quads-inlinearrays-ps.png,identical,,,identical,,15981,165
3D_primitive,Quads-inlinearrays.png,identical,,,identical,,20499,2
3D_primitive,Quads-inlinebuf-ls-ps.png,identical,,,identical,,15981,180
3D_primitive,Quads-inlinebuf-ls.png,identical,,,identical,,14858,207
3D_primitive,Quads-inlinebuf-ps.png,identical,,,identical,,15981,165
3D_primitive,Quads-inlinebuf.png,identical,,,identical,,20499,2
3D_primitive,Quads-inlineelements-ls-ps.png,identical,,,identical,,15981,180
3D_primitive,Quads-inlineelements-ls.png,identical,,,identical,,14858,207
3D_primitive,Quads-inlineelements-ps.png,identical,,,identical,,15981,165
3D_primitive,Quads-inlineelements.png,identical,,,identical,,20499,2
3D_primitive,Quads-ls-ps.png,identical,,,identical,,15981,182
3D_primitive,Quads-ls.png,identical,,,identical,,14858,207
3D_primitive,Quads-ps.png,identical,,,identical,,15981,180
3D_primitive,Quads.png,identical,,,identical,,20499,2
3D_primitive,TriFan-inlinearrays-ls-ps.png,identical,,,identical,,34743,163
3D_primitive,TriFan-inlinearrays-ls.png,identical,,,identical,,34191,207
3D_primitive,TriFan-inlinearrays-ps.png,identical,,,identical,,34743,163
3D_primitive,TriFan-inlinearrays.png,identical,,,identical,,29515,2
3D_primitive,TriFan-inlinebuf-ls-ps.png,identical,,,identical,,34743,177
3D_primitive,TriFan-inlinebuf-ls.png,identical,,,identical,,34191,207
3D_primitive,TriFan-inlinebuf-ps.png,identical,,,identical,,34743,163
3D_primitive,TriFan-inlinebuf.png,identical,,,identical,,29515,2
3D_primitive,TriFan-inlineelements-ls-ps.png,identical,,,identical,,34743,177
3D_primitive,TriFan-inlineelements-ls.png,identical,,,identical,,34191,207
3D_primitive,TriFan-inlineelements-ps.png,identical,,,identical,,34743,163
3D_primitive,TriFan-inlineelements.png,identical,,,identical,,29515,2
3D_primitive,TriFan-ls-ps.png,identical,,,identical,,34743,179
3D_primitive,TriFan-ls.png,identical,,,identical,,34191,207
3D_primitive,TriFan-ps.png,identical,,,identical,,34743,177
3D_primitive,TriFan.png,identical,,,identical,,29515,2
3D_primitive,TriStrip-inlinearrays-ls-ps.png,identical,,,identical,,44467,176
3D_primitive,TriStrip-inlinearrays-ls.png,identical,,,identical,,43876,205
3D_primitive,TriStrip-inlinearrays-ps.png,identical,,,identical,,44467,176
3D_primitive,TriStrip-inlinearrays.png,identical,,,identical,,31170,2
3D_primitive,TriStrip-inlinebuf-ls-ps.png,identical,,,identical,,44467,179
3D_primitive,TriStrip-inlinebuf-ls.png,identical,,,identical,,43876,205
3D_primitive,TriStrip-inlinebuf-ps.png,identical,,,identical,,44467,176
3D_primitive,TriStrip-inlinebuf.png,identical,,,identical,,31170,2
3D_primitive,TriStrip-inlineelements-ls-ps.png,identical,,,identical,,44467,179
3D_primitive,TriStrip-inlineelements-ls.png,identical,,,identical,,43876,205
3D_primitive,TriStrip-inlineelements-ps.png,identical,,,identical,,44467,176
3D_primitive,TriStrip-inlineelements.png,identical,,,identical,,31170,2
3D_primitive,TriStrip-ls-ps.png,identical,,,identical,,44467,181
3D_primitive,TriStrip-ls.png,identical,,,identical,,43876,205
3D_primitive,TriStrip-ps.png,identical,,,identical,,44467,179
3D_primitive,TriStrip.png,identical,,,identical,,31170,2
3D_primitive,Triangles-inlinearrays-ls-ps.png,identical,,,identical,,10411,144
3D_primitive,Triangles-inlinearrays-ls.png,identical,,,identical,,9517,186
3D_primitive,Triangles-inlinearrays-ps.png,identical,,,identical,,10411,144
3D_primitive,Triangles-inlinearrays.png,identical,,,identical,,8411,2
3D_primitive,Triangles-inlinebuf-ls-ps.png,identical,,,identical,,10411,142
3D_primitive,Triangles-inlinebuf-ls.png,identical,,,identical,,9517,186
3D_primitive,Triangles-inlinebuf-ps.png,identical,,,identical,,10411,144
3D_primitive,Triangles-inlinebuf.png,identical,,,identical,,8411,2
3D_primitive,Triangles-inlineelements-ls-ps.png,identical,,,identical,,10411,142
3D_primitive,Triangles-inlineelements-ls.png,identical,,,identical,,9517,186
3D_primitive,Triangles-inlineelements-ps.png,identical,,,identical,,10411,144
3D_primitive,Triangles-inlineelements.png,identical,,,identical,,8411,2
3D_primitive,Triangles-ls-ps.png,identical,,,identical,,10411,142
3D_primitive,Triangles-ls.png,identical,,,identical,,9517,186
3D_primitive,Triangles-ps.png,identical,,,identical,,10411,142
3D_primitive,Triangles.png,identical,,,identical,,8411,2
Alpha_func,AlphaFuncAlways_Disabled.png,identical,,,identical,,32050,1
Alpha_func,AlphaFuncAlways_Enabled.png,identical,,,identical,,32050,1
Alpha_func,AlphaFuncEqual_Disabled.png,identical,,,identical,,32050,1
Alpha_func,AlphaFuncEqual_Enabled.png,identical,,,identical,,448,110
Alpha_func,AlphaFuncGreaterThanOrEqual_Disabled.png,identical,,,identical,,32050,1
Alpha_func,AlphaFuncGreaterThanOrEqual_Enabled.png,identical,,,identical,,16640,110
Alpha_func,AlphaFuncGreaterThan_Disabled.png,identical,,,identical,,32050,1
Alpha_func,AlphaFuncGreaterThan_Enabled.png,identical,,,identical,,16576,111
Alpha_func,AlphaFuncLessThanOrEqual_Disabled.png,identical,,,identical,,32050,1
Alpha_func,AlphaFuncLessThanOrEqual_Enabled.png,identical,,,identical,,15858,110
Alpha_func,AlphaFuncLessThan_Disabled.png,identical,,,identical,,32050,1
Alpha_func,AlphaFuncLessThan_Enabled.png,identical,,,identical,,15602,109
Alpha_func,AlphaFuncNever_Disabled.png,identical,,,identical,,32050,1
Alpha_func,AlphaFuncNever_Enabled.png,identical,,,identical,,0,0
Alpha_func,AlphaFuncNotEqual_Disabled.png,identical,,,identical,,32050,1
Alpha_func,AlphaFuncNotEqual_Enabled.png,identical,,,identical,,32178,111
Antialiasing_tests,AAOnThenOffCPUWrite.png,identical,,,identical,,0,0
Antialiasing_tests,CPUWriteIgnoresSurfaceConfig.png,identical,,,identical,,4560,202
Antialiasing_tests,CreateSurfaceWithCenter1.png,identical,,,identical,,78496,204
Antialiasing_tests,CreateSurfaceWithCenterCorner2.png,identical,,,identical,,78496,204
Antialiasing_tests,CreateSurfaceWithSquareOffset4.png,identical,,,identical,,78496,204
Antialiasing_tests,FBSurfaceWithCenter1.png,identical,,,identical,,0,0
Antialiasing_tests,FBSurfaceWithCenterCorner2.png,identical,,,identical,,352,237
Antialiasing_tests,FramebufferNotModifiedBySurfaceState.png,identical,,,identical,,0,0
Antialiasing_tests,GPUAAWriteAfterCPUWrite.png,identical,,,identical,,2674,255
Antialiasing_tests,NonAACPURoundTrip.png,identical,,,identical,,0,0
Antialiasing_tests,SurfaceStatesAreIndependent.png,identical,,,identical,,0,0
Attrib_carryover,L-bd0.1_0.0_1.0_1.0-da.png,identical,,,identical,,1536,187
Attrib_carryover,L-bd0.2_0.0_0.6_1.0-ie.png,identical,,,identical,,1536,187
Attrib_carryover,L-bd0.5_0.0_0.0_1.0-ia.png,identical,,,identical,,1536,187
Attrib_carryover,L-bd0.8_0.0_0.0_1.0-ib.png,identical,,,identical,,1536,187
Attrib_carryover,L-bs0.1_0.0_1.0_1.0-da.png,identical,,,identical,,1536,187
Attrib_carryover,L-bs0.2_0.0_0.6_1.0-ie.png,identical,,,identical,,1536,187
Attrib_carryover,L-bs0.5_0.0_0.0_1.0-ia.png,identical,,,identical,,1536,187
Attrib_carryover,L-bs0.8_0.0_0.0_1.0-ib.png,identical,,,identical,,1536,187
Attrib_carryover,L-d0.1_0.0_1.0_1.0-da.png,identical,,,identical,,1536,187
Attrib_carryover,L-d0.2_0.0_0.6_1.0-ie.png,identical,,,identical,,1536,187
Attrib_carryover,L-d0.5_0.0_0.0_1.0-ia.png,identical,,,identical,,1536,187
Attrib_carryover,L-d0.8_0.0_0.0_1.0-ib.png,identical,,,identical,,1536,187
Attrib_carryover,L-fc0.1_0.0_1.0_1.0-da.png,identical,,,identical,,1536,187
Attrib_carryover,L-fc0.2_0.0_0.6_1.0-ie.png,identical,,,identical,,1536,187
Attrib_carryover,L-fc0.5_0.0_0.0_1.0-ia.png,identical,,,identical,,1536,187
Attrib_carryover,L-fc0.8_0.0_0.0_1.0-ib.png,identical,,,identical,,1536,187
Attrib_carryover,L-n0.1_0.0_1.0_1.0-da.png,identical,,,identical,,1536,187
Attrib_carryover,L-n0.2_0.0_0.6_1.0-ie.png,identical,,,identical,,1536,187
Attrib_carryover,L-n0.5_0.0_0.0_1.0-ia.png,identical,,,identical,,1536,187
Attrib_carryover,L-n0.8_0.0_0.0_1.0-ib.png,identical,,,identical,,1536,187
Attrib_carryover,L-ps0.1_0.0_1.0_1.0-da.png,identical,,,identical,,1536,187
Attrib_carryover,L-ps0.2_0.0_0.6_1.0-ie.png,identical,,,identical,,1536,187
Attrib_carryover,L-ps0.5_0.0_0.0_1.0-ia.png,identical,,,identical,,1536,187
Attrib_carryover,L-ps0.8_0.0_0.0_1.0-ib.png,identical,,,identical,,1536,187
Attrib_carryover,L-s0.1_0.0_1.0_1.0-da.png,identical,,,identical,,1536,187
Attrib_carryover,L-s0.2_0.0_0.6_1.0-ie.png,identical,,,identical,,1536,187
Attrib_carryover,L-s0.5_0.0_0.0_1.0-ia.png,identical,,,identical,,1536,187
Attrib_carryover,L-s0.8_0.0_0.0_1.0-ib.png,identical,,,identical,,1536,187
Attrib_carryover,L-t00.1_0.0_1.0_1.0-da.png,identical,,,identical,,1536,187
Attrib_carryover,L-t00.2_0.0_0.6_1.0-ie.png,identical,,,identical,,1536,187
Attrib_carryover,L-t00.5_0.0_0.0_1.0-ia.png,identical,,,identical,,1536,187
Attrib_carryover,L-t00.8_0.0_0.0_1.0-ib.png,identical,,,identical,,1536,187
Attrib_carryover,L-t10.1_0.0_1.0_1.0-da.png,identical,,,identical,,1536,187
Attrib_carryover,L-t10.2_0.0_0.6_1.0-ie.png,identical,,,identical,,1536,187
Attrib_carryover,L-t10.5_0.0_0.0_1.0-ia.png,identical,,,identical,,1536,187
Attrib_carryover,L-t10.8_0.0_0.0_1.0-ib.png,identical,,,identical,,1536,187
Attrib_carryover,L-t20.1_0.0_1.0_1.0-da.png,identical,,,identical,,1536,187
Attrib_carryover,L-t20.2_0.0_0.6_1.0-ie.png,identical,,,identical,,1536,187
Attrib_carryover,L-t20.5_0.0_0.0_1.0-ia.png,identical,,,identical,,1536,187
Attrib_carryover,L-t20.8_0.0_0.0_1.0-ib.png,identical,,,identical,,1536,187
Attrib_carryover,L-t30.1_0.0_1.0_1.0-da.png,identical,,,identical,,1536,187
Attrib_carryover,L-t30.2_0.0_0.6_1.0-ie.png,identical,,,identical,,1536,187
Attrib_carryover,L-t30.5_0.0_0.0_1.0-ia.png,identical,,,identical,,1536,187
Attrib_carryover,L-t30.8_0.0_0.0_1.0-ib.png,identical,,,identical,,1536,187
Attrib_carryover,L-w0.1_0.0_1.0_1.0-da.png,identical,,,identical,,1536,187
Attrib_carryover,L-w0.2_0.0_0.6_1.0-ie.png,identical,,,identical,,1536,187
Attrib_carryover,L-w0.5_0.0_0.0_1.0-ia.png,identical,,,identical,,1536,187
Attrib_carryover,L-w0.8_0.0_0.0_1.0-ib.png,identical,,,identical,,1536,187
Attrib_carryover,T-bd0.1_0.0_1.0_1.0-da.png,identical,,,identical,,27519,2
Attrib_carryover,T-bd0.2_0.0_0.6_1.0-ie.png,identical,,,identical,,20869,1
Attrib_carryover,T-bd0.5_0.0_0.0_1.0-ia.png,identical,,,identical,,27519,2
Attrib_carryover,T-bd0.8_0.0_0.0_1.0-ib.png,identical,,,identical,,27519,2
Attrib_carryover,T-bs0.1_0.0_1.0_1.0-da.png,identical,,,identical,,27519,2
Attrib_carryover,T-bs0.2_0.0_0.6_1.0-ie.png,identical,,,identical,,20869,1
Attrib_carryover,T-bs0.5_0.0_0.0_1.0-ia.png,identical,,,identical,,27519,2
Attrib_carryover,T-bs0.8_0.0_0.0_1.0-ib.png,identical,,,identical,,27519,2
Attrib_carryover,T-d0.1_0.0_1.0_1.0-da.png,identical,,,identical,,28275,2
Attrib_carryover,T-d0.2_0.0_0.6_1.0-ie.png,identical,,,identical,,27573,2
Attrib_carryover,T-d0.5_0.0_0.0_1.0-ia.png,identical,,,identical,,26113,2
Attrib_carryover,T-d0.8_0.0_0.0_1.0-ib.png,identical,,,identical,,26204,2
Attrib_carryover,T-fc0.1_0.0_1.0_1.0-da.png,identical,,,identical,,27519,2
Attrib_carryover,T-fc0.2_0.0_0.6_1.0-ie.png,identical,,,identical,,20869,1
Attrib_carryover,T-fc0.5_0.0_0.0_1.0-ia.png,identical,,,identical,,27519,2
Attrib_carryover,T-fc0.8_0.0_0.0_1.0-ib.png,identical,,,identical,,27519,2
Attrib_carryover,T-n0.1_0.0_1.0_1.0-da.png,identical,,,identical,,27519,2
Attrib_carryover,T-n0.2_0.0_0.6_1.0-ie.png,identical,,,identical,,20869,1
Attrib_carryover,T-n0.5_0.0_0.0_1.0-ia.png,identical,,,identical,,27519,2
Attrib_carryover,T-n0.8_0.0_0.0_1.0-ib.png,identical,,,identical,,27519,2
Attrib_carryover,T-ps0.1_0.0_1.0_1.0-da.png,identical,,,identical,,27519,2
Attrib_carryover,T-ps0.2_0.0_0.6_1.0-ie.png,identical,,,identical,,20869,1
Attrib_carryover,T-ps0.5_0.0_0.0_1.0-ia.png,identical,,,identical,,27519,2
Attrib_carryover,T-ps0.8_0.0_0.0_1.0-ib.png,identical,,,identical,,27519,2
Attrib_carryover,T-s0.1_0.0_1.0_1.0-da.png,identical,,,identical,,27519,2
Attrib_carryover,T-s0.2_0.0_0.6_1.0-ie.png,identical,,,identical,,20869,1
Attrib_carryover,T-s0.5_0.0_0.0_1.0-ia.png,identical,,,identical,,27519,2
Attrib_carryover,T-s0.8_0.0_0.0_1.0-ib.png,identical,,,identical,,27519,2
Attrib_carryover,T-t00.1_0.0_1.0_1.0-da.png,identical,,,identical,,27519,2
Attrib_carryover,T-t00.2_0.0_0.6_1.0-ie.png,identical,,,identical,,20869,1
Attrib_carryover,T-t00.5_0.0_0.0_1.0-ia.png,identical,,,identical,,27519,2
Attrib_carryover,T-t00.8_0.0_0.0_1.0-ib.png,identical,,,identical,,27519,2
Attrib_carryover,T-t10.1_0.0_1.0_1.0-da.png,identical,,,identical,,27519,2
Attrib_carryover,T-t10.2_0.0_0.6_1.0-ie.png,identical,,,identical,,20869,1
Attrib_carryover,T-t10.5_0.0_0.0_1.0-ia.png,identical,,,identical,,27519,2
Attrib_carryover,T-t10.8_0.0_0.0_1.0-ib.png,identical,,,identical,,27519,2
Attrib_carryover,T-t20.1_0.0_1.0_1.0-da.png,identical,,,identical,,27519,2
Attrib_carryover,T-t20.2_0.0_0.6_1.0-ie.png,identical,,,identical,,20869,1
Attrib_carryover,T-t20.5_0.0_0.0_1.0-ia.png,identical,,,identical,,27519,2
Attrib_carryover,T-t20.8_0.0_0.0_1.0-ib.png,identical,,,identical,,27519,2
Attrib_carryover,T-t30.1_0.0_1.0_1.0-da.png,identical,,,identical,,27519,2
Attrib_carryover,T-t30.2_0.0_0.6_1.0-ie.png,identical,,,identical,,20869,1
Attrib_carryover,T-t30.5_0.0_0.0_1.0-ia.png,identical,,,identical,,27519,2
Attrib_carryover,T-t30.8_0.0_0.0_1.0-ib.png,identical,,,identical,,27519,2
Attrib_carryover,T-w0.1_0.0_1.0_1.0-da.png,identical,,,identical,,27519,2
Attrib_carryover,T-w0.2_0.0_0.6_1.0-ie.png,identical,,,identical,,20869,1
Attrib_carryover,T-w0.5_0.0_0.0_1.0-ia.png,identical,,,identical,,27519,2
Attrib_carryover,T-w0.8_0.0_0.0_1.0-ib.png,identical,,,identical,,27519,2
Attrib_float,-1_1.png,identical,,,identical,,24891,1
Attrib_float,-8_1.png,identical,,,identical,,24891,1
Attrib_float,-INF_INF.png,identical,,,identical,,24891,1
Attrib_float,-MaxSN_MaxSN.png,identical,,,identical,,0,0
Attrib_float,-Max_Max.png,identical,,,identical,,24891,1
Attrib_float,-MinN_MinN.png,identical,,,identical,,12445,1
Attrib_float,-Min_Min.png,identical,,,identical,,0,0
Attrib_float,-NaNq_NaNq.png,identical,,,identical,,14637,255
Attrib_float,-NaNs_NaNs.png,differs,60,255,identical,,14637,255
Attrib_float,0_1.png,identical,,,identical,,31115,1
Attrib_float,0_8.png,identical,,,identical,,31115,1
Attrib_float,Colors.png,identical,,,identical,,0,0
Attrib_setter,Setters-alpha.png,identical,,,identical,,17583,3
Attrib_setter,Setters-visible.png,identical,,,identical,,17612,3
Blend_surface,1-DstAlpha_ARGB8.png,identical,,,identical,,0,0
Blend_surface,1-DstAlpha_R5G6B5.png,identical,,,identical,,0,0
Blend_surface,1-DstAlpha_XA_O1A7RGB8.png,identical,,,identical,,81920,74
Blend_surface,1-DstAlpha_XA_Z1A7RGB8.png,identical,,,identical,,65536,13
Blend_surface,1-DstAlpha_X_O1RGB5.png,identical,,,identical,,0,0
Blend_surface,1-DstAlpha_X_ORGB8.png,identical,,,identical,,0,0
Blend_surface,1-DstAlpha_X_Z1RGB5.png,identical,,,identical,,0,0
Blend_surface,1-DstAlpha_X_ZRGB8.png,identical,,,identical,,0,0
Blend_surface,ARGB8_Add_SrcA_1-SrcA.png,identical,,,identical,,0,0
Blend_surface,ARGB8_Add_SrcA_DstA.png,identical,,,identical,,0,0
Blend_surface,DstAlpha_ARGB8.png,identical,,,identical,,0,0
Blend_surface,DstAlpha_R5G6B5.png,identical,,,identical,,0,0
Blend_surface,DstAlpha_XA_O1A7RGB8.png,identical,,,identical,,81920,74
Blend_surface,DstAlpha_XA_Z1A7RGB8.png,identical,,,identical,,65536,13
Blend_surface,DstAlpha_X_O1RGB5.png,identical,,,identical,,0,0
Blend_surface,DstAlpha_X_ORGB8.png,identical,,,identical,,0,0
Blend_surface,DstAlpha_X_Z1RGB5.png,identical,,,identical,,0,0
Blend_surface,DstAlpha_X_ZRGB8.png,identical,,,identical,,0,0
Blend_surface,R5G6B5_Add_SrcA_1-SrcA.png,identical,,,identical,,12490,25
Blend_surface,R5G6B5_Add_SrcA_DstA.png,identical,,,identical,,14833,239
Blend_surface,XA_O1A7RGB8_Add_SrcA_1-SrcA.png,identical,,,identical,,0,0
Blend_surface,XA_O1A7RGB8_Add_SrcA_DstA.png,identical,,,identical,,37007,5
Blend_surface,XA_Z1A7RGB8_Add_SrcA_1-SrcA.png,identical,,,identical,,0,0
Blend_surface,XA_Z1A7RGB8_Add_SrcA_DstA.png,identical,,,identical,,37007,5
Blend_surface,X_O1RGB5_Add_SrcA_1-SrcA.png,identical,,,identical,,12374,25
Blend_surface,X_O1RGB5_Add_SrcA_DstA.png,identical,,,identical,,15016,239
Blend_surface,X_ORGB8_Add_SrcA_1-SrcA.png,identical,,,identical,,0,0
Blend_surface,X_ORGB8_Add_SrcA_DstA.png,identical,,,identical,,0,0
Blend_surface,X_Z1RGB5_Add_SrcA_1-SrcA.png,identical,,,identical,,12374,25
Blend_surface,X_Z1RGB5_Add_SrcA_DstA.png,identical,,,identical,,15016,239
Blend_surface,X_ZRGB8_Add_SrcA_1-SrcA.png,identical,,,identical,,0,0
Blend_surface,X_ZRGB8_Add_SrcA_DstA.png,identical,,,identical,,0,0
Blend_tests,#spot_0_ADD.png,identical,,,identical,,0,0
Blend_tests,#spot_0_MAX.png,identical,,,identical,,0,0
Blend_tests,#spot_0_MIN.png,identical,,,identical,,0,0
Blend_tests,#spot_0_REVSUB.png,identical,,,identical,,0,0
Blend_tests,#spot_0_SADD.png,identical,,,identical,,0,0
Blend_tests,#spot_0_SREVSUB.png,identical,,,identical,,0,0
